host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
192.168.56.4;;;tcp;2121;ftp;open;ProFTPD;;syn-ack;1.3.1;10;cpe:/a:proftpd:proftpd:1.3.1
