host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
192.168.56.4;;;tcp;514;shell;open;Netkit rshd;;syn-ack;;10;cpe:/a:netkit:netkit_rsh
