host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
192.168.56.4;;;tcp;512;exec;open;netkit-rsh rexecd;;syn-ack;;10;cpe:/o:linux:linux_kernel
