host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
192.168.56.4;;;tcp;3306;mysql;open;MySQL;;syn-ack;5.0.51a-3ubuntu5;10;cpe:/a:mysql:mysql:5.0.51a-3ubuntu5
