host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
192.168.56.4;;;tcp;445;netbios-ssn;open;Samba smbd;workgroup: WORKGROUP;syn-ack;3.0.20-Debian;10;cpe:/a:samba:samba
