host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
192.168.56.4;;;tcp;8180;http;open;Apache Tomcat/Coyote JSP engine;;syn-ack;1.1;10;cpe:/a:apache:coyote_http_connector:1.1
