host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
192.168.56.4;;;tcp;53;domain;open;ISC BIND;;syn-ack;9.4.2;10;cpe:/a:isc:bind:9.4.2
